C,SETP.WORLD,DVD_DISPATCH_UNIT_SCADA,AEMO,PUBLIC,DUID,9:36:25,1.74E+12,MONTHLY_ARCHIVE,1.74E+12
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,JLA04,0.1,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,JLB01,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,JLB02,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,JLB03,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,JUNEESF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,KABANWF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,KAREEYA1,21.585,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,KAREEYA2,21.55,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,KAREEYA3,21.525,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,KAREEYA4,21.45,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,KARSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,KEPBG1,0.1,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,KEPSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,KEPWF1,33.2,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,KERNGSP1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,KIAMSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,KIATAWF1,27.6,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,KINGASF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,KPP_1,701.45911,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,KSP1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LADBROK1,0.01,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LADBROK2,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LBB1,2.85,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LEM_WIL,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LGAPWF1,52.68,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LIMOSF21,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LGAPWF2,33.93,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LILYSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LIMOSF11,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LI_WY_CA,76.09221,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LKBONNY1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LKBONNY2,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LKBONNY3,0.11164,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LK_ECHO,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LNGS1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LNGS2,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LONSDALE,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LOYYB1,575.25,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LOYYB2,578.625,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LRSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LYA1,559,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LYA2,528,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LYA3,559,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,LYA4,287,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MACARTH1,1.96465,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MACKNTSH,86.65001,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MANNSF2,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MANSLR1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MAPS2PV1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MAPS3PV1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MARYRSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MBAHNTH,29.6,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MBPS2PV1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MCINTYR1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MCKAY1,0.02,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MEADOWBK,6.0018,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MERCER01,4.6,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,METZSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MEWF1,3.47968,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MIDDLSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MINTARO,0.08545,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MLSP1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MLWF1,-0.015,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MOKOSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MOLNGSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MOORAWF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MOREESF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MORTLK11,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MORTLK12,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MOUSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MP1,646.84827,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MP2,649.72913,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MPP_1,280.03867,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MPP_2,289.89618,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MRTLSWF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MSTUART1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MSTUART2,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MSTUART3,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MTGELWF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MTMILLAR,29.7,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MURRAY,345.70001,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MUSSELR1,26.1,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MUWAWF1,34.49,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MUWAWF2,64.6,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MWPS1PV1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MWPS2PV1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MWPS3PV1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,MWPS4PV1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,NBHWF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,NEVERSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,NEWENSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,NEWENSF2,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,NPS,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,NUMURSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,NYNGAN1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,OAKEY1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,OAKEY1SF,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,OAKEY2,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,OAKEY2SF,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,OAKLAND1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,OSB-AG,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,PALOONA,29.24,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,PAREPS1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,PAREPW1,88.34,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,PARSF1,0.00153,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,PIBESS1,1.901,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,PIONEER,37.5,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,POAT110,13.23248,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,POAT220,2.1,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,POR01,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,POR03,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,PORTWF,-0.2,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,PPCCGT,186.3031,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,PTSTAN1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,PUMP1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,PUMP2,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,QBYNB1,-0.0865,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,QPS1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,QPS2,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,QPS3,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,QPS4,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,QPS5,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RANGEB1,-0.88,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,REECE1,100.12916,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,REECE2,99.84,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,REPULSE,12.273746,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RESS1,-0.09122,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RIVNB2,-0.41422,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,ROMA_7,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,ROMA_8,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,ROWALLAN,5.987808,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,ROYALLA1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RPCG,12.5,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RRSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_NSW1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_NSW2,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_NSW3,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_NSW4,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_NSW5,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_NSW6,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_QLD1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_SA1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_SA2,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_SA3,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_SA4,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_SA5,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_SA6,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_TAS1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_VIC1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_VIC10,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_VIC11,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_VIC12,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_VIC2,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_VIC3,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_VIC4,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_VIC5,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_VIC6,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_VIC7,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_VIC8,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RT_VIC9,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RUBICON,0.495,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RUGBYR1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RYANCWF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,RYEPARK1,63.22042,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,SALTCRK1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,SAPHWF1,162.21103,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,SEBSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,SHGEN,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,SHOAL1,43.529999,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,SHPUMP,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,SITHE01,0.15386,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,SMCSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,SNAPPER1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,SNOWNTH1,61.6,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,SNOWSTH1,76.7,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,SNOWTWN1,52.57455,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,SNOWYP,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,SNUG1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,SRSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,STAN-1,235.87315,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,STAN-2,235.12973,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,STAN-3,234.83492,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,STAN-4,235.70653,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,STARHLWF,4.39872,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,STOCKYD1,14.3,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,STUBSF1,0.00458,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,STUBSF2,0.00458,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,STWF1,117.71481,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,SUNRSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,SUNTPSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,SWAN_E,-0.58,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TALWA1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TALWB1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TARALGA1,0.9247,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TARONG#1,209.5,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TARONG#2,209.90001,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TARONG#3,210.90001,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TARONG#4,210.2,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TARRALEA,67.2,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TB2B1,10.10036,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TB2SF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TBSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TIB1,0.07,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TNPS1,349.75,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TORRB1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TORRB2,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TORRB3,40,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TORRB4,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TREVALLN,17.00969,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TRIBUTE,72.79,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TULLYSM1,-0.2,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TUMUT3,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TUNGATIN,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TVCC201,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,TVPP104,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,UPPTUMUT,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,URANQ11,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,URANQ12,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,URANQ13,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,URANQ14,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,VBB1,27.3,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,VP5,597.23505,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,VP6,545.4024,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,VPGS1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,VPGS2,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,VPGS3,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,VPGS4,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,VPGS5,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,VPGS6,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,W/HOE#1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,W/HOE#2,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WAGGNSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WALGRV1,-0.30809,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WANDB1,5.36626,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WANDSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WARWSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WARWSF2,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WATERLWF,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WAUBRAWF,58.417999,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WDBESS1,-0.29315,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WDGPH1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WELLSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WELNSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WEMENSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WGWF1,0.1,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WHITSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WINTSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WKIEWA1,25.9,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WKIEWA2,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WLWLSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WLWLSF2,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WOLARSF1,0,1/01/2025 1:00,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 1:05,WOODLWN1,0,1/01/2025 1:00,,
